episode_run_time,first_air_date,genres,id,languages,name,networks,number_of_episodes,number_of_seasons,origin_country,original_language,overview,popularity,poster_path,production_companies,spoken_languages,vote_average,vote_count,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Romance,Sci-Fi & Fantasy,Soap,Talk,War & Politics,Western
[36],1963-04-01,['Soap'],987.0,['en'],General Hospital,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",3598.0,62.0,['US'],en,"Families, friends, enemies and lovers experience life-changing events in the large upstate New York city of Port Charles, which has a busy hospital, upscale hotel, cozy diner and dangerous waterfront frequented by the criminal underworld.",307.457,/gS5iORCJHwP5moEXSF9b6ZcsZ1w.jpg,"[{'id': 670, 'logo_path': '/rRGi5UkwvdOPSfr5Xf42RZUsYgd.png', 'name': 'Walt Disney Television', 'origin_country': 'US'}, {'id': 6090, 'logo_path': None, 'name': 'Selmur Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",5.7,204.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2011-10-05,"['Drama', 'Mystery', 'Sci-Fi & Fantasy']",1413.0,['en'],American Horror Story,"[{'id': 88, 'logo_path': '/aexGjtcs42DgRtZh7zOxayiry4J.png', 'name': 'FX', 'origin_country': 'US'}]",132.0,12.0,['US'],en,"An anthology horror drama series centering on different characters and locations, including a house with a murderous past, an asylum, a witch coven, a freak show, a hotel, a farmhouse in Roanoke, a cult, the apocalypse and a summer camp.",307.195,/5LLG9bjq0i7V5N4UfRhnab8zHK4.jpg,"[{'id': 19328, 'logo_path': '/2AdkrU1av4fDGw0Zaf68XH4YcqC.png', 'name': 'Ryan Murphy Television', 'origin_country': 'US'}, {'id': 68682, 'logo_path': '/x4htMipi2e3QMQuyeLhrwlpxgKf.png', 'name': 'Brad Falchuk Teley-vision', 'origin_country': 'US'}, {'id': 1556, 'logo_path': '/31h94rG9hzjprXoYNy3L1ErUya2.png', 'name': '20th Century Fox Television', 'origin_country': 'US'}, {'id': 236166, 'logo_path': '/8rFlu5iytnjsciYXZDw90ktllCI.png', 'name': '20th Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.13,5582.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[11],2011-05-03,"['Animation', 'Family', 'Sci-Fi & Fantasy', 'Comedy']",37606.0,['en'],The Amazing World of Gumball,"[{'id': 56, 'logo_path': '/c5OC6oVCg6QP4eqzW6XIq17CQjI.png', 'name': 'Cartoon Network', 'origin_country': 'US'}]",266.0,7.0,"['IE', 'GB', 'US']",en,"The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",307.156,/VYnnyA2hyxi3VUPgCA71mMtt69.jpg,"[{'id': 67225, 'logo_path': '/eT7E0NrQYzVs31yOg7LD02JR7JV.png', 'name': 'Hanna-Barbera Studios Europe', 'origin_country': 'GB'}, {'id': 65013, 'logo_path': '/2AXFe74AZdwM62KoOmfeOorShrX.png', 'name': 'Boulder Media', 'origin_country': 'IE'}, {'id': 7899, 'logo_path': '/uYMD8NPD7Eph0cFd1WJZJrot1Fb.png', 'name': 'Cartoon Network Studios', 'origin_country': 'US'}, {'id': 21388, 'logo_path': None, 'name': 'Studio Soi', 'origin_country': 'DE'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.515,1427.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[],2024-10-10,"['Comedy', 'Drama']",218347.0,['en'],Sweetpea,"[{'id': 1063, 'logo_path': '/6es7UmBjk2HTSZKq3NbtAxYEGCx.png', 'name': 'Sky Atlantic', 'origin_country': 'GB'}, {'id': 7524, 'logo_path': '/wVvcAdBZ9JZno4BjJ6JgPJywzm8.png', 'name': 'Sky Showcase', 'origin_country': 'GB'}]",6.0,1.0,['GB'],en,"Rhiannon Lewis doesn't make much of an impression - people walk past her in the street without a second glance. That is until she is pushed over the edge and loses control. Rhiannon's life transforms, but can she keep her killer secret?",306.762,/n89Fg4T6qrBuSBr2stIPWfgAq1F.jpg,"[{'id': 7217, 'logo_path': '/vFbexaF70wSMUHRA6Fy6UcuA1ju.png', 'name': 'See-Saw Films', 'origin_country': 'GB'}, {'id': 135346, 'logo_path': '/hIwjhVdOOQ1fpdebwOuDQD7bnw0.png', 'name': 'Sky Studios', 'origin_country': 'GB'}, {'id': 98733, 'logo_path': '/7V4dUwsU0Op8q7tpGXuzxRYB6O9.png', 'name': 'Motion Content Group', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[6],2006-09-01,"['Animation', 'Comedy']",46938.0,['ru'],Moonzy,"[{'id': 412, 'logo_path': '/t96cnWLH1OivW91EXygZDNSmhAK.png', 'name': 'Russia-1', 'origin_country': 'RU'}, {'id': 1606, 'logo_path': '/mC98ktCFvsDb5vrAOOhLozTVn71.png', 'name': 'Carousel', 'origin_country': 'RU'}, {'id': 2923, 'logo_path': '/jN9V5mPoi7nXNr2y97v9vJXLIj.png', 'name': 'Russia-Kultura', 'origin_country': 'RU'}, {'id': 3827, 'logo_path': '/dvC56dxf4I2ghZwniRFBlpHBZJ0.png', 'name': 'Kinopoisk', 'origin_country': 'RU'}]",568.0,10.0,['RU'],ru,"""The Adventures of Luntik"" or simply ""Luntik"" is a Russian animated series for children of preschool age. It is the story of a small fluffy creature, Luntik, who was born on the Moon and fell from it, on to the Earth. Luntik is the main character and each episode features a story about him and his friends. Luntik is new to the Earth and in each episode he learns something about this new world. He meets new friends, learns how to be polite and even gets a family. The majority of the characters in the series are small animals: insects, fish, frogs, bees, grasshoppers, ladybugs etc. The show features both adult and children characters. The series are shown from the child's perspective and the stories are very kind and warm. Even the ""villains"" of the series - two caterpillars - are just a couple of mischievous kids. Each episode is only 6 minutes long and has a finished story line.",305.399,/ikDr9Ua8dglQczEDqzNvnOVyIBL.jpg,"[{'id': 5306, 'logo_path': '/pKJoVsFJklsUEOSUDPnmAJsxEXg.png', 'name': 'Melnitsa Animation Studio', 'origin_country': 'RU'}, {'id': 318, 'logo_path': '/q0UG4oZERwIywJdDPF4lRlvdYGW.png', 'name': 'CTB Film Company', 'origin_country': 'RU'}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",4.727,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[23],2022-10-09,"['Animation', 'Action & Adventure', 'Drama']",131041.0,['ja'],BLUE LOCK,"[{'id': 12, 'logo_path': '/eJSYeF1YIyQbZdTRNxuvVKaZOIK.png', 'name': 'HTB', 'origin_country': 'JP'}, {'id': 103, 'logo_path': '/j3xAzk1SYQQwrQOD7acdSz675Wa.png', 'name': 'tv asahi', 'origin_country': 'JP'}, {'id': 576, 'logo_path': '/kW9bMQqnMFtPHvdoyCDpRqh7Gxt.png', 'name': 'Nagoya TV', 'origin_country': 'JP'}, {'id': 1278, 'logo_path': '/73mdRjWDMFQr3n4ba4JcAsFZbuN.png', 'name': 'Kyushu Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 1410, 'logo_path': '/ca3Qw7exc3RPSd0CQFOZuSNbGjF.png', 'name': 'ABC TV', 'origin_country': 'JP'}, {'id': 3756, 'logo_path': '/3lh8IYJbV6eHOaF0UFCvmmSJNvf.png', 'name': 'NCC', 'origin_country': 'JP'}, {'id': 4794, 'logo_path': '/vYcEzZlLmrxV9xKZx9jIUcHF1RC.png', 'name': 'Oita Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 4798, 'logo_path': '/tiUMGPJVHYc5h1ZOt2jK80oNPz9.png', 'name': 'Asahi Broadcasting Aomori', 'origin_country': 'JP'}, {'id': 6270, 'logo_path': '/xnHINTAs2GnfXJ3lalaQ0se8aup.png', 'name': 'Niigata Television Network 21', 'origin_country': 'JP'}, {'id': 6284, 'logo_path': '/8QybJL7YGkOr3ECilGaGTqeId7A.png', 'name': 'khb', 'origin_country': 'JP'}, {'id': 6285, 'logo_path': '/cFOQIanQr8wKvJKgIgaKiM3xnMU.png', 'name': 'KFB', 'origin_country': 'JP'}, {'id': 6288, 'logo_path': '/gm3ksoi7zQMWpHsJJDzotTwF2GM.png', 'name': 'HOME', 'origin_country': 'JP'}, {'id': 6289, 'logo_path': '/sSE8F5yoFoVzClCkzLBksTDK7iI.png', 'name': 'KSB', 'origin_country': 'JP'}, {'id': 6290, 'logo_path': '/kgfTkjNRsR0f2QEiaXf2fymKB6V.png', 'name': 'Kagoshima Broadcasting', 'origin_country': 'JP'}, {'id': 6365, 'logo_path': '/c1pvlKoEVLjejgQUCBFq5Q9n8gL.png', 'name': 'Iwate Asahi TV', 'origin_country': 'JP'}, {'id': 6366, 'logo_path': '/dmSnk8fI8hpQOyCIrUDhj3TxTT8.png', 'name': 'Akita Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 6367, 'logo_path': '/jJWtS13oV0os1M5djVT6zjvnyq3.png', 'name': 'Yamagata Television System', 'origin_country': 'JP'}, {'id': 6368, 'logo_path': '/5eqBMoGhOuaHnvbvPA8IxrvsErv.png', 'name': 'Shizuoka Asahi TV', 'origin_country': 'JP'}, {'id': 6369, 'logo_path': '/ztA2E1CY6L3aF2roadAOHtLiDCP.png', 'name': 'Asahi Broadcasting Nagano', 'origin_country': 'JP'}, {'id': 6370, 'logo_path': '/onsaMWqPfrINyAfgi2FnP8conv1.png', 'name': 'Hokuriku Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 6372, 'logo_path': '/1UunNUsoq9k1nMNppuY5qhgdWT3.png', 'name': 'Ehime Asahi TV', 'origin_country': 'JP'}, {'id': 6373, 'logo_path': '/6iuVpZdxAE8lgPENUBuwzCspYF7.png', 'name': 'Yamaguchi Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 6374, 'logo_path': '/qBX8z5bj0EISsASQo5IE76BYpu5.png', 'name': 'Kumamoto Asahi Broadcasting', 'origin_country': 'JP'}, {'id': 6375, 'logo_path': '/7hIrDssIDTG2sGLdq1IfYddv9tz.png', 'name': 'Ryu-Q Asahi Broadcasting', 'origin_country': 'JP'}]",38.0,1.0,['JP'],ja,"After a disastrous defeat at the 2018 World Cup, Japan's team struggles to regroup. But what's missing? An absolute Ace Striker, who can guide them to the win. The Japan Football Union is hell-bent on creating a striker who hungers for goals and thirsts for victory, and who can be the decisive instrument in turning around a losing match...and to do so, they've gathered 300 of Japan's best and brightest youth players. Who will emerge to lead the team...and will they be able to out-muscle and out-ego everyone who stands in their way?",303.271,/fT9W86KFA9Khy2hIbkfClI8IYDH.jpg,"[{'id': 30294, 'logo_path': '/k2aOFwsa0NL0MuHA3Oh0kpoQm8D.png', 'name': '8bit', 'origin_country': 'JP'}, {'id': 59118, 'logo_path': '/9nTCEBgGaaI5swkv8gy2vny0Mb5.png', 'name': 'Kodansha', 'origin_country': 'JP'}, {'id': 173132, 'logo_path': '/yV9EORK2ZwdMg45K10PuVh6LlM3.png', 'name': 'Bandai Namco Filmworks', 'origin_country': 'JP'}, {'id': 152836, 'logo_path': '/2Nw5F2Mv4at3Sm6ldwTKK3XYuLK.png', 'name': 'Bandai Spirits', 'origin_country': 'JP'}, {'id': 98553, 'logo_path': '/lLOwYgpMNq7o1vhK9m8yL13Sc0Y.png', 'name': 'Crunchyroll', 'origin_country': 'JP'}, {'id': 9300, 'logo_path': '/9sSD1XufVCJWAadNiC9Mwu994VD.png', 'name': 'TV Asahi', 'origin_country': 'JP'}, {'id': 173133, 'logo_path': '/pB59XO7veWGZjzK4MLGKWxYecD.png', 'name': 'Bandai Namco Music Live', 'origin_country': 'JP'}, {'id': 139842, 'logo_path': '/uBixtDwl2hxsugqSOTzEP90kxa0.png', 'name': ""TOY'S FACTORY"", 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.0,279.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],1965-11-08,"['Soap', 'Drama']",881.0,['en'],Days of Our Lives,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}, {'id': 3353, 'logo_path': '/gIAcGTjKKr0KOHL5s4O36roJ8p7.png', 'name': 'Peacock', 'origin_country': 'US'}]",2229.0,14.0,['US'],en,"The Horton and Brady broods endure the romantic trials of life in Salem, a Midwestern hamlet filled with evil geniuses, star-crossed lovers and a rich family history.",301.22,/ieyvdmqnlzWeVU7IF3rjqVVJax9.jpg,[],"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",6.0,135.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[8],2003-04-01,"['Animation', 'Comedy', 'Sci-Fi & Fantasy']",39373.0,['en'],Red vs. Blue,"[{'id': 247, 'logo_path': '/9Ga8A5QegQmiSVHp4hyusfMfpVk.png', 'name': 'YouTube', 'origin_country': ''}, {'id': 1356, 'logo_path': '/dMmhDfPq3Ulz6AIJ9G2ymeTKwUh.png', 'name': 'Rooster Teeth', 'origin_country': 'US'}]",351.0,19.0,['US'],en,"In the distant future, two groups of soldiers battle for control of the least desirable piece of real estate in the known universe: a box canyon in the middle of nowhere.",300.346,/ieGCVoyOkOo6jNPM9v1L6jGiM0N.jpg,"[{'id': 17412, 'logo_path': '/mWttB7AboQmh1ij0e9yo0dFdz3c.png', 'name': 'Rooster Teeth Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.55,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[75],2016-03-27,"['Crime', 'Mystery', 'Reality']",74561.0,['zh'],Who's the Murderer,"[{'id': 1631, 'logo_path': '/c6GPQWwbXDuD59pGGutCBQ1T711.png', 'name': 'Mango TV', 'origin_country': 'CN'}]",239.0,9.0,['CN'],zh,"The cast is introduced to the settings and suspects of a murder case for the new episode. The cast then chooses their role in the episode, as a particular suspect or the detective.",300.314,/dq1agPep7vuzH1G7q4vBxxCeozv.jpg,"[{'id': 139947, 'logo_path': '/meblhW3Iuz7GX9vVZuDPuiVfEeK.png', 'name': 'MangoTV', 'origin_country': 'CN'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",8.2,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2019-06-16,['Drama'],85552.0,['en'],Euphoria,"[{'id': 49, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}]",16.0,2.0,['US'],en,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",299.645,/3Q0hd3heuWwDWpwcDkhQOA6TYWI.jpg,"[{'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}, {'id': 139809, 'logo_path': None, 'name': 'The Reasonable Bunch', 'origin_country': 'US'}, {'id': 126587, 'logo_path': None, 'name': 'Little Lamb Productions', 'origin_country': 'US'}, {'id': 124433, 'logo_path': '/35qnhOVKH84U5hehax1QvwXfRJt.png', 'name': 'DreamCrew', 'origin_country': 'US'}, {'id': 201733, 'logo_path': None, 'name': 'Tiny Goat', 'origin_country': 'US'}, {'id': 3268, 'logo_path': '/tuomPhY2UtuPTqqFnKMVHvSb724.png', 'name': 'HBO', 'origin_country': 'US'}, {'id': 129265, 'logo_path': '/lt6wY0iZQf0YwvDc5Dc2wpJYrT1.png', 'name': 'ADD Content Agency', 'origin_country': 'IL'}, {'id': 29725, 'logo_path': '/6PJrEn8WR7RQzbwv6vGoEvxg6Dh.png', 'name': 'Hot', 'origin_country': 'IL'}, {'id': 71633, 'logo_path': '/ytK94DVebmd9XusnU3Ng6NKJJUZ.png', 'name': 'Tedy Productions', 'origin_country': 'IL'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.3,9709.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[42],2002-09-23,"['Drama', 'Mystery', 'Crime']",1620.0,['en'],CSI: Miami,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",232.0,10.0,['US'],en,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",299.616,/pNW64pjaHvf6purNaFhq4SHYRfl.jpg,"[{'id': 40041, 'logo_path': '/oP8TmVSh9DCP1yhR2yvjnKfMgbg.png', 'name': 'Jerry Bruckheimer Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.729,1583.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[60, 90]",2018-07-23,[],244984.0,['ko'],Idol Radio,"[{'id': 247, 'logo_path': '/9Ga8A5QegQmiSVHp4hyusfMfpVk.png', 'name': 'YouTube', 'origin_country': ''}, {'id': 2433, 'logo_path': '/bISjuts7UGfjH3KI7I21HmDZLlg.png', 'name': 'V LIVE', 'origin_country': 'KR'}, {'id': 6123, 'logo_path': '/dqTiwjuFjQfHMUG20dhUArLlXHh.png', 'name': 'UNIVERSE', 'origin_country': 'KR'}, {'id': 7550, 'logo_path': '/v5R9374GEZBNhgt0f8r6qmLMog2.png', 'name': 'BIGC', 'origin_country': 'KR'}]",997.0,4.0,['KR'],ko,A South Korean radio show created by MBC Radio specially for idols.,299.522,/k4lmwjHqJBtLRhSn51wIWNTtEQd.jpg,[],"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[90],2014-10-10,"['Reality', 'Comedy']",98031.0,['zh'],Keep Running,"[{'id': 989, 'logo_path': '/jXR61DUeQu4jdryz85cjnCFXNNv.png', 'name': 'Zhejiang Television', 'origin_country': 'CN'}]",152.0,13.0,['CN'],zh,"Hurry Up, Brother! is a Chinese variety show based off the original Korean variety show, Running Man. It is created by SBS and co-produced with Zhejiang Television. It first aired on October 10, 2014. This show is classified as a game-variety show, where the MCs and guests complete missions in a landmark to win a race. In 2017, the show officially changed its name to ""Keep Running"".",298.773,/8STVpJQuboZQvS1jgFLbufyEIyc.jpg,"[{'id': 105260, 'logo_path': None, 'name': 'Zhejiang Talent Television & Film Co. Ltd', 'origin_country': ''}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",4.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],1992-03-07,"['Action & Adventure', 'Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Kids']",3570.0,['ja'],Sailor Moon,"[{'id': 103, 'logo_path': '/j3xAzk1SYQQwrQOD7acdSz675Wa.png', 'name': 'tv asahi', 'origin_country': 'JP'}]",200.0,5.0,['JP'],ja,"One day, Usagi Tsukino, clumsy 2nd-year middle school student, stumbles upon a talking cat named Luna. Luna tells her that she is destined to be Sailor Moon, ""champion of love and justice"", and she must search for the fabled Moon Princess. Usagi finds friends that turn out to be destined senshi as well, and together they fight to save the world from the certain doom brought upon by the Dark Kingdom.",298.73,/ylo2jRmsVCYAXcL1qX2U9GvxpZ7.jpg,"[{'id': 5542, 'logo_path': '/ayE4LIqoAWotavo7xdvYngwqGML.png', 'name': 'Toei Animation', 'origin_country': 'JP'}, {'id': 9300, 'logo_path': '/9sSD1XufVCJWAadNiC9Mwu994VD.png', 'name': 'TV Asahi', 'origin_country': 'JP'}, {'id': 59118, 'logo_path': '/9nTCEBgGaaI5swkv8gy2vny0Mb5.png', 'name': 'Kodansha', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.37,942.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[42],1998-10-07,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi & Fantasy']",1981.0,['en'],Charmed,"[{'id': 21, 'logo_path': '/9GlDHjQj9c2dkfARCR3zlH87R66.png', 'name': 'The WB', 'origin_country': 'US'}]",178.0,8.0,['US'],en,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",297.62,/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,"[{'id': 15620, 'logo_path': None, 'name': 'Spelling Television', 'origin_country': 'US'}, {'id': 70909, 'logo_path': '/9YyYvnzyDmpe03DvYAZfdnROmwr.png', 'name': 'Worldvision Enterprises', 'origin_country': 'US'}, {'id': 9223, 'logo_path': '/40qzTBM38vokoWhLKurficZ5syV.png', 'name': 'Paramount Television', 'origin_country': 'US'}, {'id': 1081, 'logo_path': '/19kn4jVvpc3sAL3YpZNb3elhSMl.png', 'name': 'CBS Studios', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.2,2273.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[42],2015-10-26,"['Drama', 'Sci-Fi & Fantasy', 'Action & Adventure']",62688.0,['en'],Supergirl,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}, {'id': 71, 'logo_path': '/hEpcdJ4O6eitG9ADSnDXNUrlovS.png', 'name': 'The CW', 'origin_country': 'US'}]",126.0,6.0,['US'],en,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",296.624,/3jm0Av0Pf2UtlLrBKkIFoVbj6IJ.jpg,"[{'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.316,4155.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2004-10-03,"['Mystery', 'Drama', 'Comedy']",693.0,['en'],Desperate Housewives,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",179.0,8.0,['US'],en,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",296.119,/sywYmV9c9Vj2U7ocqNyfDt2pz3r.jpg,"[{'id': 157498, 'logo_path': None, 'name': 'Cherry Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.9,1835.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[46],2003-09-03,"['Documentary', 'Drama', 'Crime']",90.0,"['ru', 'de', 'ja', 'fr', 'en', 'es']",Mayday,"[{'id': 99, 'logo_path': '/bMuKs6xuhI0GHSsq4WWd9FsntUN.png', 'name': 'Channel 5', 'origin_country': 'GB'}, {'id': 106, 'logo_path': '/cjw4Msu4fkMWOsV6LlA7x8ZOQ1l.png', 'name': 'Discovery', 'origin_country': 'CA'}, {'id': 1755, 'logo_path': '/mzLlbqnnLiDIzriohlvfSbWlEfR.png', 'name': 'Sky History', 'origin_country': 'GB'}, {'id': 1825, 'logo_path': '/q9rPBG1rHbUjII1Qn98VG2v7cFa.png', 'name': 'National Geographic Channel', 'origin_country': 'GB'}, {'id': 6750, 'logo_path': '/sod2MjmV36sun77LS2EYcHi1ZFx.png', 'name': 'National Geographic', 'origin_country': ''}]",219.0,24.0,['CA'],en,"Major real-life air disasters are depicted in this series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts.",295.846,/2uuVIAb4MtPmMNTpOyID5V8DzrU.jpg,"[{'id': 32205, 'logo_path': '/dQmrjj3YjGoXlulrQu6IHPf5Vmj.png', 'name': 'Cineflix Productions', 'origin_country': 'CA'}, {'id': 34957, 'logo_path': '/bZSledb26dnyg81jTAdeBkFPN5c.png', 'name': 'World Media Rights', 'origin_country': 'GB'}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",8.2,252.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
