episode_run_time,first_air_date,genres,id,languages,name,networks,number_of_episodes,number_of_seasons,origin_country,original_language,overview,popularity,poster_path,production_companies,spoken_languages,vote_average,vote_count,Action & Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Kids,Mystery,News,Reality,Romance,Sci-Fi & Fantasy,Soap,Talk,War & Politics,Western
[20],2021-04-23,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Animation']",124003.0,['zh'],Perfect World,"[{'id': 2007, 'logo_path': '/uBCIoV9AUGIdfXTrtJ6CRIxOZF6.png', 'name': 'Tencent Video', 'origin_country': 'CN'}]",200.0,5.0,['CN'],zh,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions. His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans. His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.",295.595,/jO2Ttg1JxzF7e0pYKsL52olTfx1.jpg,"[{'id': 120351, 'logo_path': '/kKOogwEg5lJFPLqy9gkVN0qwB3R.png', 'name': 'Shanghai Foch Film Culture Investment', 'origin_country': 'CN'}, {'id': 84946, 'logo_path': '/8wrAXwrNZ5zHImKb0SyVLQbXkaM.png', 'name': 'Tencent Penguin Pictures', 'origin_country': 'CN'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",8.5,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[22],2005-04-22,"['Action & Adventure', 'Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Kids', 'Family']",65733.0,['ja'],Doraemon,"[{'id': 103, 'logo_path': '/j3xAzk1SYQQwrQOD7acdSz675Wa.png', 'name': 'tv asahi', 'origin_country': 'JP'}]",1287.0,1.0,['JP'],ja,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",294.308,/9ZN1P32SHviL3SV51qLivxycvcx.jpg,"[{'id': 3234, 'logo_path': '/wTPPnz05ZCQgEQVeSOxTkUCyhr5.png', 'name': 'Pierrot', 'origin_country': 'JP'}, {'id': 5141, 'logo_path': '/fK2QKfHdSdw42Xx4MiD7KhDufBV.png', 'name': 'Shin-Ei Animation', 'origin_country': 'JP'}, {'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.0,137.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],1993-11-03,['Comedy'],2352.0,['en'],The Nanny,"[{'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",145.0,6.0,['US'],en,"Fran, fresh out of her job as a bridal consultant in her boyfriend’s shop, first appears on the doorstep of Broadway producer Maxwell Sheffield peddling cosmetics, and quickly stumbled upon the opportunity to become The Nanny for his three children. But soon Fran, with her offbeat nurturing and no-nonsense honesty, touches Maxwell as well as the kids.",291.472,/4syShXMjaPAP3mG81ekhruv94sd.jpg,"[{'id': 8609, 'logo_path': '/aX7HQqzdIV7ttd90u4L1H643ZNa.png', 'name': 'TriStar Television', 'origin_country': 'US'}, {'id': 36473, 'logo_path': None, 'name': 'Sternin & Fraser Ink', 'origin_country': ''}, {'id': 36474, 'logo_path': None, 'name': 'Highschool Sweethearts', 'origin_country': ''}, {'id': 10471, 'logo_path': '/tHIwIKoXdLKA8Nt3XeRInh71OvD.png', 'name': 'Columbia TriStar Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.098,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[],2014-04-15,"['Crime', 'Drama']",60622.0,['en'],Fargo,"[{'id': 88, 'logo_path': '/aexGjtcs42DgRtZh7zOxayiry4J.png', 'name': 'FX', 'origin_country': 'US'}]",51.0,5.0,['US'],en,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",290.927,/6U9CPeD8obHzweikFhiLhpc7YBT.jpg,"[{'id': 20814, 'logo_path': None, 'name': '26 Keys Productions', 'origin_country': 'US'}, {'id': 20815, 'logo_path': None, 'name': 'The Littlefield Company', 'origin_country': 'US'}, {'id': 2092, 'logo_path': '/9IAf3DxvsjOVSQVjX5F22jTU4Nh.png', 'name': 'Mike Zoss Productions', 'origin_country': 'US'}, {'id': 2230, 'logo_path': '/igOjospzsKQIbpuFCGhoN5F9icS.png', 'name': 'MGM Television', 'origin_country': 'US'}, {'id': 15990, 'logo_path': '/5cT4zwHA66uNAr2p3CcBDLddXu2.png', 'name': 'FX Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.3,2672.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2004-10-07,['Comedy'],50524.0,['th'],Pen Tor,"[{'id': 1784, 'logo_path': '/cxBpog9yHJTIclmGsojZC7tqwlH.png', 'name': 'ONE 31', 'origin_country': 'TH'}, {'id': 1330, 'logo_path': '/fNxBFqWr7eWEgNeBDvvCxsSItXx.png', 'name': 'iQiyi', 'origin_country': 'CN'}, {'id': 213, 'logo_path': '/wwemzKWzjKYJFfCeiB57q3r4Bcm.png', 'name': 'Netflix', 'origin_country': ''}, {'id': 344, 'logo_path': '/jjndRHOq412g8D6Hjm63rZMxAnO.png', 'name': 'Channel 3', 'origin_country': 'TH'}]",870.0,11.0,['TH'],th,A successful man at a publishing company tries to rekindle his romance with an ex-girlfriend as those around him also search for love amidst conflict.,290.081,/3pCGtGxRjxY9ZBfoCVh3gLhc5Fy.jpg,"[{'id': 27854, 'logo_path': None, 'name': 'Exact&Scenario', 'origin_country': ''}]","[{'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",8.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[24],2004-04-07,"['Animation', 'Drama', 'Crime', 'Mystery']",30981.0,['ja'],Monster,"[{'id': 57, 'logo_path': '/uxaXSoT8K0S2NE5PWsBpHUl3GGU.png', 'name': 'Nippon TV', 'origin_country': 'JP'}]",74.0,1.0,['JP'],ja,"Kenzou Tenma, a Japanese brain surgeon in Germany, finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.",289.682,/n5XNKXnoXpoXyfiCtXHOf8q8PFM.jpg,"[{'id': 5261, 'logo_path': None, 'name': 'Shogakukan Production', 'origin_country': 'JP'}, {'id': 3464, 'logo_path': '/9k0nr75nwnNeT2MHerf1OXJN0hj.png', 'name': 'Madhouse', 'origin_country': 'JP'}, {'id': 11725, 'logo_path': '/3OZxd70DZ1LbVelmZK8mR5FIXxO.png', 'name': 'VAP', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.516,578.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[],2024-09-17,"['Drama', 'Crime']",226637.0,['en'],High Potential,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}]",7.0,1.0,['US'],en,"Morgan is a single mom with an exceptional mind, whose unconventional knack for solving crimes leads to an unusual and unstoppable partnership with a by-the-book seasoned detective.",289.543,/sEWC7lzVKfuwXhzdahW4AX1F05s.jpg,"[{'id': 51964, 'logo_path': None, 'name': 'Goddard Textiles', 'origin_country': 'US'}, {'id': 160908, 'logo_path': '/llVFyu0XedaUI4RroWsFN4WIJSC.png', 'name': 'Itinéraire Productions', 'origin_country': 'FR'}, {'id': 6300, 'logo_path': '/5TBU2ucl0rZqP417gF5GZ7LTyF8.png', 'name': 'Septembre Productions', 'origin_country': 'FR'}, {'id': 19378, 'logo_path': '/AzOBqtpa9m4JAO0m6VzllQFt7g.png', 'name': 'Spondoolie Productions', 'origin_country': 'US'}, {'id': 236613, 'logo_path': '/9DTggoZARHzATCRewGRs9XSNOWP.png', 'name': 'ABC Signature', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[42],2015-11-17,['Drama'],62650.0,['en'],Chicago Med,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",185.0,10.0,['US'],en,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",287.49,/8UXGfvjKzzkGepXZU43dgpK48oY.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 25545, 'logo_path': '/jH9KNT9C9fYMrGqD4IKLlRL6MYN.png', 'name': 'Wolf Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.3,1142.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[24],2022-04-09,"['Animation', 'Comedy', 'Action & Adventure']",120089.0,['ja'],SPY x FAMILY,"[{'id': 98, 'logo_path': '/jnuO8pZNEBLEq5YaOP1f5OkmG91.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}, {'id': 252, 'logo_path': '/zFZ5KCuvx7K0vP9XgGcidfXjuUd.png', 'name': 'TV Aichi', 'origin_country': 'JP'}, {'id': 822, 'logo_path': '/fGdBR7lxjrXsBlwZF7B1UNpG5ff.png', 'name': 'TVQ', 'origin_country': 'JP'}, {'id': 824, 'logo_path': '/6foQmoPac7WCDnDuDbuCZklmDuA.png', 'name': 'TV Osaka', 'origin_country': 'JP'}, {'id': 938, 'logo_path': '/f12LLqBVFnDVIY8HidhWEitI77c.png', 'name': 'TVh', 'origin_country': 'JP'}, {'id': 2064, 'logo_path': '/qi4L1ffRabF5LJqVimCaaUYpeSj.png', 'name': 'TSC', 'origin_country': 'JP'}]",37.0,3.0,['JP'],ja,"World peace is at stake and secret agent Twilight must undergo his most difficult mission yet—pretend to be a family man. Posing as a loving husband and father, he'll infiltrate an elite school to get close to a high-profile politician. He has the perfect cover, except his wife's a deadly assassin and neither knows each other's identity. But someone does: his adopted daughter, who's a telepath!",286.128,/3r4LYFuXrg3G8fepysr4xSLWnQL.jpg,"[{'id': 31058, 'logo_path': '/1vwZPG0zMVRvThCY8Lljh0ppxQo.png', 'name': 'WIT STUDIO', 'origin_country': 'JP'}, {'id': 121589, 'logo_path': '/kZvTniBgpTzAThHCa0OZ1FJtRjy.png', 'name': 'CloverWorks', 'origin_country': 'JP'}, {'id': 12655, 'logo_path': '/dfGqf2NoMVPrDywDL90D5HAhBlW.png', 'name': 'Shogakukan-Shueisha Productions', 'origin_country': 'JP'}, {'id': 3034, 'logo_path': '/jnuO8pZNEBLEq5YaOP1f5OkmG91.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}, {'id': 2918, 'logo_path': '/gyEWUBWwqrm3H5T2hkERD9LxpOq.png', 'name': 'Shueisha', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",8.6,1874.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[25],2015-03-12,"['Talk', 'Comedy']",72649.0,['en'],Hot Ones,"[{'id': 247, 'logo_path': '/9Ga8A5QegQmiSVHp4hyusfMfpVk.png', 'name': 'YouTube', 'origin_country': ''}]",360.0,25.0,['US'],en,The show with hot questions and even hotter wings invites a famous guest over to eat and then interviews them while they're struggling through the heat.,285.875,/4uudasFgKCVQFNGqfanD6wEGVS1.jpg,"[{'id': 55795, 'logo_path': '/5GDnpABmYFAAptHwYx8jMY4rkeq.png', 'name': 'Complex', 'origin_country': 'US'}, {'id': 110542, 'logo_path': '/AwtRrQM6Fy6Ndg9DUlonbJU3bO3.png', 'name': 'First We Feast', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.4,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[90],2022-01-01,['Reality'],154770.0,['zh'],Hello Saturday,"[{'id': 952, 'logo_path': '/6WVfgvW4r3jiw6v80jflHSQr41j.png', 'name': 'Hunan Television', 'origin_country': 'CN'}, {'id': 1631, 'logo_path': '/c6GPQWwbXDuD59pGGutCBQ1T711.png', 'name': 'Mango TV', 'origin_country': 'CN'}]",138.0,3.0,['CN'],zh,"""Hello, Saturday"" is the rebranding of popular Chinese show ""Happy Camp"", hosted by He Jiong and with a fixed group of regular celebrity members.

The program showcases the talent of various stars as well as social topics through creative and diverse content and games. It aims to spread positive energy whilst keeping up with the current trends and leading youth culture.",284.482,/1mUhxebaTKsX9OqJ1gkYpVR9uRa.jpg,"[{'id': 183146, 'logo_path': None, 'name': 'Hunan Television', 'origin_country': ''}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",4.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2015-08-23,"['Action & Adventure', 'Drama']",62286.0,"['en', 'es']",Fear the Walking Dead,"[{'id': 174, 'logo_path': '/alqLicR1ZMHMaZGP3xRQxn9sq7p.png', 'name': 'AMC', 'origin_country': 'US'}]",113.0,8.0,['US'],en,"What did the world look like as it was transforming into the horrifying apocalypse depicted in ""The Walking Dead""? This spin-off set in Los Angeles, following new characters as they face the beginning of the end of the world, will answer that question.",284.355,/l7N9aS6VyYvjelKoCB2eZge0Qky.jpg,"[{'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}, {'id': 23242, 'logo_path': '/ucE6dN6pUPfZHH5JlXkq44TDUMS.png', 'name': 'AMC Studios', 'origin_country': 'US'}, {'id': 23921, 'logo_path': '/simDvqT8y6jhP530ggUMbikvVKc.png', 'name': 'Circle of Confusion', 'origin_country': 'US'}, {'id': 170794, 'logo_path': None, 'name': 'Idiotbox', 'origin_country': 'US'}, {'id': 50032, 'logo_path': '/ojrMksdtR7Bs2vwERU1LCrjv7vx.png', 'name': 'Skybound Entertainment', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",7.667,4882.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[45],2007-10-14,"['Family', 'Drama', 'Comedy']",14929.0,['en'],Heartland,"[{'id': 23, 'logo_path': '/cw5WW6cc9UANam4A6o1BDua9njN.png', 'name': 'CBC Television', 'origin_country': 'CA'}]",269.0,18.0,['CA'],en,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",283.81,/uc2gtWczT58BiAUJWFz9P5aZmNF.jpg,"[{'id': 22778, 'logo_path': '/7LryUALIkPHEG0NnyRGcuRtYVhe.png', 'name': 'SEVEN24 Films', 'origin_country': 'CA'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.3,552.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[],1995-09-23,"['Drama', 'Action & Adventure', 'Crime']",4376.0,['en'],JAG,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}, {'id': 16, 'logo_path': '/wWA5mILSAyahtdNQh1WiADi6PRI.png', 'name': 'CBS', 'origin_country': 'US'}]",227.0,10.0,['US'],en,"Harmon ""Harm"" Rabb Jr. is a former pilot turned lawyer working for the military's JAG (Judge Advocate General) division, the elite legal wing of officers that prosecutes and defends those accused of military-related crimes. He works closely with Lt. Col. Sarah Mackenzie, and together they do what needs to be done to find the truth.",283.642,/zPyHpkJZ5O08lbgrQQIROXtb3xz.jpg,"[{'id': 9223, 'logo_path': '/40qzTBM38vokoWhLKurficZ5syV.png', 'name': 'Paramount Television', 'origin_country': 'US'}, {'id': 86324, 'logo_path': None, 'name': 'Belisario Productions', 'origin_country': ''}, {'id': 5253, 'logo_path': '/cxgRBXMNcbcE0dIaeCc4tbDa4KI.png', 'name': 'NBC Productions', 'origin_country': 'US'}, {'id': 23341, 'logo_path': None, 'name': 'Belisarius Productions', 'origin_country': 'US'}, {'id': 7928, 'logo_path': '/tsa8zFtAIHlOJjL5G4fe75bBeCP.png', 'name': 'NBC Studios', 'origin_country': 'US'}, {'id': 1081, 'logo_path': '/19kn4jVvpc3sAL3YpZNb3elhSMl.png', 'name': 'CBS Studios', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.3,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2012-10-10,"['Crime', 'Drama', 'Action & Adventure']",1412.0,['en'],Arrow,"[{'id': 71, 'logo_path': '/hEpcdJ4O6eitG9ADSnDXNUrlovS.png', 'name': 'The CW', 'origin_country': 'US'}]",170.0,8.0,['US'],en,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",283.628,/gKG5QGz5Ngf8fgWpBsWtlg5L2SF.jpg,"[{'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",6.822,5912.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[42, 60, 43, 45]",1997-07-27,"['Sci-Fi & Fantasy', 'Action & Adventure', 'Mystery']",4629.0,['en'],Stargate SG-1,"[{'id': 67, 'logo_path': '/Allse9kbjiP6ExaQrnSpIhkurEi.png', 'name': 'Showtime', 'origin_country': 'US'}, {'id': 77, 'logo_path': '/iYfrkobwDhTOFJ4AXYPSLIEeaAT.png', 'name': 'Syfy', 'origin_country': 'US'}]",214.0,10.0,"['CA', 'US']",en,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",283.627,/dQjmI7XxI47v8IM2MUysHG0LuU2.jpg,"[{'id': 2230, 'logo_path': '/igOjospzsKQIbpuFCGhoN5F9icS.png', 'name': 'MGM Television', 'origin_country': 'US'}, {'id': 85850, 'logo_path': None, 'name': 'Double Secret Productions', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.26,1558.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[],2015-02-08,"['Crime', 'Drama']",60059.0,"['en', 'de', 'es']",Better Call Saul,"[{'id': 174, 'logo_path': '/alqLicR1ZMHMaZGP3xRQxn9sq7p.png', 'name': 'AMC', 'origin_country': 'US'}]",63.0,6.0,['US'],en,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",283.543,/fC2HDm5t0kHl7mTm7jxMR31b7by.jpg,"[{'id': 11073, 'logo_path': '/aCbASRcI1MI7DXjPbSW9Fcv9uGR.png', 'name': 'Sony Pictures Television', 'origin_country': 'US'}, {'id': 2605, 'logo_path': None, 'name': 'Gran Via Productions', 'origin_country': 'US'}, {'id': 33742, 'logo_path': None, 'name': 'High Bridge Productions', 'origin_country': 'US'}, {'id': 241151, 'logo_path': None, 'name': 'Crystal Diner', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",8.687,5194.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"[75, 90]",1971-09-15,"['Crime', 'Drama', 'Mystery']",873.0,['en'],Columbo,"[{'id': 2, 'logo_path': '/2uy2ZWcplrSObIyt4x0Y9rkG6qO.png', 'name': 'ABC', 'origin_country': 'US'}, {'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",67.0,10.0,['US'],en,"Columbo is a friendly, verbose, disheveled-looking police detective who is consistently underestimated by his suspects. Despite his unprepossessing appearance and apparent absentmindedness, he shrewdly solves all of his cases and secures all evidence needed for indictment. His formidable eye for detail and meticulously dedicated approach often become clear to the killer only late in the storyline.",282.526,/2JCD8vab3fircOU8cM2HJCxfv4I.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 56401, 'logo_path': None, 'name': 'Studios USA', 'origin_country': 'US'}, {'id': 104278, 'logo_path': None, 'name': 'Universal Television Entertainment', 'origin_country': ''}, {'id': 7928, 'logo_path': '/tsa8zFtAIHlOJjL5G4fe75bBeCP.png', 'name': 'NBC Studios', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.1,668.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[45],2001-11-06,"['Action & Adventure', 'Drama', 'Crime']",1973.0,['en'],24,"[{'id': 19, 'logo_path': '/1DSpHrWyOORkL9N2QHX7Adt31mQ.png', 'name': 'FOX', 'origin_country': 'US'}]",204.0,9.0,['US'],en,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",282.169,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,"[{'id': 2850, 'logo_path': '/wLBnXtbPu2pESrTtB1hbp3MK9Px.png', 'name': 'Imagine Television Studios', 'origin_country': 'US'}, {'id': 1556, 'logo_path': '/31h94rG9hzjprXoYNy3L1ErUya2.png', 'name': '20th Century Fox Television', 'origin_country': 'US'}, {'id': 10850, 'logo_path': None, 'name': 'Teakwood Lane Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",7.786,1501.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[],1990-10-11,['Drama'],41406.0,['ja'],Making It Through,"[{'id': 160, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}]",496.0,10.0,['JP'],ja,"A family drama series that follows the lives of the Okakura family, focusing on the parents and their five daughters. It explores personal struggles, and societal issues through the interactions and conflicts among the family members.",282.168,/p8dl6ELOKO4Ywv38qJlAhgnX9Fr.jpg,[],"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[53],2010-01-22,['Drama'],46296.0,['en'],Spartacus,"[{'id': 318, 'logo_path': '/GMDGZk9iDG4WDijY3VgUgJeyus.png', 'name': 'Starz', 'origin_country': 'US'}]",33.0,3.0,['US'],en,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",282.141,/c2GKN4VHCj1dnjFMANRpGkCVBae.jpg,"[{'id': 7228, 'logo_path': None, 'name': 'Starz Productions', 'origin_country': 'US'}, {'id': 2659, 'logo_path': None, 'name': 'Starz Media', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",8.018,2483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
